Anno;Cittadinanza;Continente;Genere;Residenti
2020;Haiti;Centro America;Femmine;7
2020;Haiti;Centro America;Maschi;8
2020;Honduras;Centro America;Femmine;104
2020;Honduras;Centro America;Maschi;51
2020;India;Asia;Femmine;652
2020;India;Asia;Maschi;961
2020;Indonesia;Asia;Femmine;97
2020;Indonesia;Asia;Maschi;50
2020;Iran;Asia;Femmine;1139
2020;Iran;Asia;Maschi;1056
2020;Iraq;Asia;Femmine;20
2020;Iraq;Asia;Maschi;130
2020;Ireland;Europa;Femmine;117
2020;Ireland;Europa;Maschi;93
2020;Iceland;Europa;Femmine;18
2020;Iceland;Europa;Maschi;10
2020;Israel;Europa;Femmine;208
2020;Israel;Europa;Maschi;195
2020;Kazakistan;Asia;Femmine;133
2020;Kazakistan;Asia;Maschi;39
2020;Kenya;Africa;Femmine;94
2020;Kenya;Africa;Maschi;56
2020;Kyrgyzstan;Asia;Femmine;50
2020;Kyrgyzstan;Asia;Maschi;18
2020;Kosovo;Europa;Femmine;60
2020;Kosovo;Europa;Maschi;189
2020;Kuwait;Asia;Maschi;1
2020;Laos;Asia;Femmine;2
2020;Lesotho;Africa;Maschi;1
2020;Latvia;Europa;Femmine;136
2020;Latvia;Europa;Maschi;19
2020;Lebanon;Asia;Femmine;102
2020;Lebanon;Asia;Maschi;167
2020;Liberia;Africa;Femmine;1
2020;Liberia;Africa;Maschi;22
2020;Libya;Africa;Femmine;34
2020;Libya;Africa;Maschi;98
2020;Liechtenstein;Europa;Femmine;1
2020;Liechtenstein;Europa;Maschi;1
2020;Lithuania;Europa;Femmine;215
2020;Lithuania;Europa;Maschi;28
2020;Luxembourg;Europa;Femmine;5
2020;Luxembourg;Europa;Maschi;8
2020;Macedonia, ex Rep. Jugoslava;Europa;Femmine;87
2020;Macedonia, ex Rep. Jugoslava;Europa;Maschi;61
2020;Madagascar;Africa;Femmine;18
2020;Madagascar;Africa;Maschi;5
2020;Malawi;Africa;Maschi;1
2020;Malaysia;Asia;Femmine;18
2020;Malaysia;Asia;Maschi;15
2020;Mali;Africa;Femmine;15
2020;Mali;Africa;Maschi;437
2020;Malta;Europa;Femmine;14
2020;Malta;Europa;Maschi;14
2020;Morocco;Africa;Femmine;3847
2020;Morocco;Africa;Maschi;4412
2020;Mauritania;Africa;Femmine;3
2020;Mauritania;Africa;Maschi;25
2020;Mauritius;Africa;Femmine;473
2020;Mauritius;Africa;Maschi;403
2020;Mexico;Centro America;Femmine;232
2020;Mexico;Centro America;Maschi;152
2020;Moldova;Europa;Femmine;1864
2020;Moldova;Europa;Maschi;681
2020;Mongolia;Asia;Femmine;15
2020;Mongolia;Asia;Maschi;11
2020;Montenegro;Europa;Femmine;75
2020;Montenegro;Europa;Maschi;86
2020;Mozambique;Africa;Femmine;7
2020;Mozambique;Africa;Maschi;3
2020;Myanmar (ex Birmania);Asia;Femmine;13
2020;Myanmar (ex Birmania);Asia;Maschi;6
2020;Nepal;Asia;Femmine;102
2020;Nepal;Asia;Maschi;130
2020;Nicaragua;Centro America;Femmine;30
2020;Nicaragua;Centro America;Maschi;17
2020;Niger;Africa;Femmine;5
2020;Niger;Africa;Maschi;26
2020;Nigeria;Africa;Femmine;640
2020;Nigeria;Africa;Maschi;565
2020;Norway;Europa;Femmine;41
2020;Norway;Europa;Maschi;21
2020;New Zealand;Oceania;Femmine;11
2020;New Zealand;Oceania;Maschi;8
2020;Netherlands;Europa;Femmine;243
2020;Netherlands;Europa;Maschi;209
2020;Pakistan;Asia;Femmine;381
2020;Pakistan;Asia;Maschi;1656
2020;Panama;Centro America;Femmine;18
2020;Panama;Centro America;Maschi;11
2020;Paraguay;Sud America;Femmine;51
2020;Paraguay;Sud America;Maschi;19
2020;Peru;Sud America;Femmine;10148
2020;Peru;Sud America;Maschi;7441
2020;Poland;Europa;Femmine;924
2020;Poland;Europa;Maschi;254
2020;Portugal;Europa;Femmine;315
2020;Portugal;Europa;Maschi;205
2020;United Kingdom;Europa;Femmine;1078
2020;United Kingdom;Europa;Maschi;1132
2020;Romania;Europa;Femmine;9069
2020;Romania;Europa;Maschi;6291
2020;Rwanda;Africa;Femmine;9
2020;Rwanda;Africa;Maschi;11
2020;Russia;Europa;Femmine;2121
2020;Russia;Europa;Maschi;468
2020;San Marino;Europa;Femmine;15
2020;San Marino;Europa;Maschi;19
2020;Senegal;Africa;Femmine;458
2020;Senegal;Africa;Maschi;2271
2020;Serbia;Europa;Femmine;376
2020;Serbia;Europa;Maschi;250
2020;Seychelles;Africa;Femmine;26
2020;Seychelles;Africa;Maschi;11
2020;Sierra Leone;Africa;Femmine;12
2020;Sierra Leone;Africa;Maschi;66
2020;Singapore;Asia;Femmine;14
2020;Singapore;Asia;Maschi;14
2020;Syria;Asia;Femmine;147
2020;Syria;Asia;Maschi;292
2020;Slovakia;Europa;Femmine;160
2020;Slovakia;Europa;Maschi;27
2020;Slovenia;Europa;Femmine;43
2020;Slovenia;Europa;Maschi;40
2020;Somalia;Africa;Femmine;170
2020;Somalia;Africa;Maschi;408
2020;Spain;Europa;Femmine;1619
2020;Spain;Europa;Maschi;855
2020;Sri Lanka;Asia;Femmine;8184
2020;Sri Lanka;Asia;Maschi;9243
2020;United States of America;Nord America;Femmine;756
2020;United States of America;Nord America;Maschi;516
2020;South Africa;Africa;Femmine;27
2020;South Africa;Africa;Maschi;18
2020;South Sudan;Africa;Maschi;2
2020;Sudan;Africa;Femmine;22
2020;Sudan;Africa;Maschi;111
2020;Sweden;Europa;Femmine;168
2020;Sweden;Europa;Maschi;90
2020;Switzerland;Europa;Femmine;274
2020;Switzerland;Europa;Maschi;308
2020;Tajikistan;Asia;Femmine;3
2020;Tajikistan;Asia;Maschi;4
2020;Taiwan (ex Formosa);Asia;Femmine;117
2020;Taiwan (ex Formosa);Asia;Maschi;35
2020;Tanzania;Africa;Femmine;11
2020;Tanzania;Africa;Maschi;10
2020;State of Palestine;Asia;Femmine;12
2020;State of Palestine;Asia;Maschi;67
2020;Thailandia;Asia;Femmine;224
2020;Thailandia;Asia;Maschi;31
2020;Togo;Centro America;Femmine;35
2020;Togo;Centro America;Maschi;107
2020;Trinidad and Tobago;Centro America;Femmine;2
2020;Trinidad and Tobago;Centro America;Maschi;1
2020;Tunisia;Africa;Femmine;461
2020;Tunisia;Africa;Maschi;1032
2020;Turkey;Asia;Femmine;832
2020;Turkey;Asia;Maschi;872
2020;Turkmenistan;Asia;Femmine;5
2020;Turkmenistan;Asia;Maschi;1
2020;Ukraine;Europa;Femmine;6819
2020;Ukraine;Europa;Maschi;1813
2020;Uganda;Africa;Femmine;16
2020;Uganda;Africa;Maschi;8
2020;Hungary;Europa;Femmine;216
2020;Hungary;Europa;Maschi;65
2020;Uruguay;Sud America;Femmine;80
2020;Uruguay;Sud America;Maschi;36
2020;Uzbekistan;Asia;Femmine;27
2020;Uzbekistan;Asia;Maschi;16
2020;Venezuela;Sud America;Femmine;318
2020;Venezuela;Sud America;Maschi;186
2020;Vietnam;Asia;Femmine;26
2020;Vietnam;Asia;Maschi;22
2020;Yemen;Asia;Femmine;3
2020;Yemen;Asia;Maschi;10
2020;Zambia;Africa;Femmine;5
2020;Zambia;Africa;Maschi;7
2020;Zimbabwe (ex Rhodesia);Africa;Femmine;7
2020;Zimbabwe (ex Rhodesia);Africa;Maschi;9
2021;Afghanistan;Asia;Femmine;34
2021;Afghanistan;Asia;Maschi;468
2021;Albania;Europa;Femmine;2524
2021;Albania;Europa;Maschi;2513
2021;Algeria;Africa;Femmine;183
2021;Algeria;Africa;Maschi;370
2021;Angola;Africa;Femmine;17
2021;Angola;Africa;Maschi;22
2021;Antigua e Barbuda;Centro America;Maschi;1
2021;Apolide;None;Femmine;11
2021;Apolide;None;Maschi;16
2021;Saudi Arabia;Asia;Femmine;3
2021;Saudi Arabia;Asia;Maschi;3
2021;Argentina;Sud America;Femmine;282
2021;Argentina;Sud America;Maschi;231
2021;Armenia;Asia;Femmine;54
2021;Armenia;Asia;Maschi;38
2021;Australia;Oceania;Femmine;85
2021;Australia;Oceania;Maschi;56
2021;Austria;Europa;Femmine;195
2021;Austria;Europa;Maschi;115
2021;Azerbaijan;Europa;Femmine;57
2021;Azerbaijan;Europa;Maschi;46
2021;Bahamas;Centro America;Femmine;1
2021;Bahrein;Asia;Maschi;1
2021;Bangladesh;Asia;Femmine;2549
2021;Bangladesh;Asia;Maschi;8237
2021;Barbados;Centro America;Femmine;3
2021;Belgium;Europa;Femmine;187
2021;Belgium;Europa;Maschi;130
2021;Benin (ex Dahomey);Africa;Femmine;11
2021;Benin (ex Dahomey);Africa;Maschi;21
2021;Bhutan;Asia;Femmine;2
2021;Bhutan;Asia;Maschi;1
2021;Belarus;Europa;Femmine;286
2021;Belarus;Europa;Maschi;49
2021;Bolivia;Sud America;Femmine;1318
2021;Bolivia;Sud America;Maschi;854
2021;Bosnia and Herzegovina;Europa;Femmine;117
2021;Bosnia and Herzegovina;Europa;Maschi;106
2021;Brazil;Sud America;Femmine;2192
2021;Brazil;Sud America;Maschi;1127
2021;Bulgaria;Europa;Femmine;997
2021;Bulgaria;Europa;Maschi;552
2021;Burkina Faso (ex Alto Volta);Africa;Femmine;30
2021;Burkina Faso (ex Alto Volta);Africa;Maschi;79
2021;Burundi;Africa;Femmine;7
2021;Burundi;Africa;Maschi;4
2021;Cambodia;Asia;Femmine;1
2021;Cambodia;Asia;Maschi;1
2021;Cameroon;Africa;Femmine;209
2021;Cameroon;Africa;Maschi;269
2021;Canada;Nord America;Femmine;130
2021;Canada;Nord America;Maschi;86
2021;Cape Verde;Africa;Femmine;105
2021;Cape Verde;Africa;Maschi;41
2021;Czech Republic;Europa;Femmine;136
2021;Czech Republic;Europa;Maschi;29
2021;Central African Republic.;Africa;Femmine;1
2021;Central African Republic.;Africa;Maschi;4
2021;Chad;Africa;Femmine;2
2021;Chad;Africa;Maschi;15
2021;Chile;Sud America;Femmine;183
2021;Chile;Sud America;Maschi;134
2021;China;Asia;Femmine;17139
2021;China;Asia;Maschi;16092
2021;Cyprus;Europa;Femmine;28
2021;Cyprus;Europa;Maschi;17
2021;Colombia;Sud America;Femmine;651
2021;Colombia;Sud America;Maschi;536
2021;Congo;Africa;Femmine;32
2021;Congo;Africa;Maschi;29
2021;Congo Rep. Dem (ex Zaire);Africa;Femmine;53
2021;Congo Rep. Dem (ex Zaire);Africa;Maschi;54
2021;South Korea;Asia;Femmine;539
2021;South Korea;Asia;Maschi;331
2021;Ivory Coast;Africa;Femmine;140
2021;Ivory Coast;Africa;Maschi;328
2021;Costa Rica;Centro America;Femmine;19
2021;Costa Rica;Centro America;Maschi;10
2021;Croatia;Europa;Femmine;344
2021;Croatia;Europa;Maschi;179
2021;Cuba;Centro America;Femmine;433
2021;Cuba;Centro America;Maschi;289
2021;Denmark;Europa;Femmine;85
2021;Denmark;Europa;Maschi;62
2021;Dominica;Centro America;Femmine;6
2021;Dominicana, Rep.;Centro America;Femmine;601
2021;Dominicana, Rep.;Centro America;Maschi;409
2021;Ecuador;Sud America;Femmine;6173
2021;Ecuador;Sud America;Maschi;4851
2021;Egypt;Africa;Femmine;12788
2021;Egypt;Africa;Maschi;28343
2021;El Salvador;Centro America;Femmine;3298
2021;El Salvador;Centro America;Maschi;2281
2021;Eritrea;Africa;Femmine;777
2021;Eritrea;Africa;Maschi;654
2021;Estonia;Europa;Femmine;60
2021;Estonia;Europa;Maschi;10
2021;Ethiopia;Africa;Femmine;377
2021;Ethiopia;Africa;Maschi;253
2021;Philippines;Asia;Femmine;22404
2021;Philippines;Asia;Maschi;17867
2021;Finland;Europa;Femmine;103
2021;Finland;Europa;Maschi;22
2021;France;Europa;Femmine;2266
2021;France;Europa;Maschi;1713
2021;Gabon;Africa;Femmine;5
2021;Gabon;Africa;Maschi;2
2021;Gambia;Africa;Femmine;46
2021;Gambia;Africa;Maschi;517
2021;Georgia;Europa;Femmine;910
2021;Georgia;Europa;Maschi;192
2021;Germany;Europa;Femmine;1019
2021;Germany;Europa;Maschi;729
2021;Ghana;Africa;Femmine;69
2021;Ghana;Africa;Maschi;260
2021;Jamaica;Centro America;Femmine;4
2021;Jamaica;Centro America;Maschi;9
2021;Japan;Asia;Femmine;1085
2021;Japan;Asia;Maschi;711
2021;Djibouti;Africa;Maschi;1
2021;Jordan;Asia;Femmine;53
2021;Jordan;Asia;Maschi;82
2021;Greece;Europa;Femmine;335
2021;Greece;Europa;Maschi;284
2021;Guatemala;Centro America;Femmine;40
2021;Guatemala;Centro America;Maschi;24
2021;Guinea;Africa;Femmine;25
2021;Guinea;Africa;Maschi;317
2021;Guinea Bissau;Africa;Femmine;3
2021;Guinea Bissau;Africa;Maschi;55
2021;Haiti;Centro America;Femmine;8
2021;Haiti;Centro America;Maschi;7
2021;Honduras;Centro America;Femmine;99
2021;Honduras;Centro America;Maschi;50
2021;India;Asia;Femmine;739
2021;India;Asia;Maschi;1135
2021;Indonesia;Asia;Femmine;102
2021;Indonesia;Asia;Maschi;56
2021;Iran;Asia;Femmine;1261
2021;Iran;Asia;Maschi;1202
2021;Iraq;Asia;Femmine;17
2021;Iraq;Asia;Maschi;140
2021;Ireland;Europa;Femmine;126
2021;Ireland;Europa;Maschi;100
2021;Iceland;Europa;Femmine;18
2021;Iceland;Europa;Maschi;12
2021;Israel;Europa;Femmine;211
2021;Israel;Europa;Maschi;195
2021;Kazakistan;Asia;Femmine;138
2021;Kazakistan;Asia;Maschi;34
2021;Kenya;Africa;Femmine;97
2021;Kenya;Africa;Maschi;59
2021;Kyrgyzstan;Asia;Femmine;53
2021;Kyrgyzstan;Asia;Maschi;22
2021;Kosovo;Europa;Femmine;53
2021;Kosovo;Europa;Maschi;191
2021;Kuwait;Asia;Maschi;1
2021;Laos;Asia;Femmine;2
2021;Lesotho;Africa;Maschi;1
2021;Latvia;Europa;Femmine;139
2021;Latvia;Europa;Maschi;22
2021;Lebanon;Asia;Femmine;121
2021;Lebanon;Asia;Maschi;186
2021;Liberia;Africa;Femmine;1
2021;Liberia;Africa;Maschi;23
2021;Libya;Africa;Femmine;35
2021;Libya;Africa;Maschi;107
2021;Liechtenstein;Europa;Femmine;1
2021;Liechtenstein;Europa;Maschi;1
2021;Lithuania;Europa;Femmine;212
2021;Lithuania;Europa;Maschi;28
2021;Luxembourg;Europa;Femmine;5
2021;Luxembourg;Europa;Maschi;9
2021;Macedonia, ex Rep. Jugoslava;Europa;Femmine;89
2021;Macedonia, ex Rep. Jugoslava;Europa;Maschi;60
2021;Madagascar;Africa;Femmine;17
2021;Madagascar;Africa;Maschi;5
2021;Malawi;Africa;Femmine;1
2021;Malawi;Africa;Maschi;1
2021;Malaysia;Asia;Femmine;22
2021;Malaysia;Asia;Maschi;15
2021;Mali;Africa;Femmine;15
2021;Mali;Africa;Maschi;431
2021;Malta;Europa;Femmine;17
2021;Malta;Europa;Maschi;16
2021;Morocco;Africa;Femmine;3807
2021;Morocco;Africa;Maschi;4410
2021;Mauritania;Africa;Femmine;3
2021;Mauritania;Africa;Maschi;24
2021;Mauritius;Africa;Femmine;468
2021;Mauritius;Africa;Maschi;395
2021;Mexico;Centro America;Femmine;236
2021;Mexico;Centro America;Maschi;166
2021;Moldova;Europa;Femmine;1761
2021;Moldova;Europa;Maschi;637
2021;Mongolia;Asia;Femmine;15
2021;Mongolia;Asia;Maschi;13
2021;Montenegro;Europa;Femmine;76
2021;Montenegro;Europa;Maschi;82
2021;Mozambique;Africa;Femmine;9
2021;Mozambique;Africa;Maschi;8
2021;Myanmar (ex Birmania);Asia;Femmine;18
2021;Myanmar (ex Birmania);Asia;Maschi;6
2021;Namibia;Africa;Femmine;1
2021;Nepal;Asia;Femmine;105
2021;Nepal;Asia;Maschi;139
2021;Nicaragua;Centro America;Femmine;32
2021;Nicaragua;Centro America;Maschi;15
2021;Niger;Africa;Femmine;5
2021;Niger;Africa;Maschi;27
2021;Nigeria;Africa;Femmine;625
2021;Nigeria;Africa;Maschi;599
2021;Norway;Europa;Femmine;43
2021;Norway;Europa;Maschi;23
2021;New Zealand;Oceania;Femmine;13
2021;New Zealand;Oceania;Maschi;8
2021;Netherlands;Europa;Femmine;243
2021;Netherlands;Europa;Maschi;212
2021;Pakistan;Asia;Femmine;368
2021;Pakistan;Asia;Maschi;1813
2021;Panama;Centro America;Femmine;18
2021;Panama;Centro America;Maschi;12
2021;Paraguay;Sud America;Femmine;52
2021;Paraguay;Sud America;Maschi;18
2021;Peru;Sud America;Femmine;9891
2021;Peru;Sud America;Maschi;7288
2021;Poland;Europa;Femmine;912
2021;Poland;Europa;Maschi;259
2021;Portugal;Europa;Femmine;329
2021;Portugal;Europa;Maschi;211
2021;United Kingdom;Europa;Femmine;1059
2021;United Kingdom;Europa;Maschi;1099
2021;Romania;Europa;Femmine;9058
2021;Romania;Europa;Maschi;6257
2021;Rwanda;Africa;Femmine;8
2021;Rwanda;Africa;Maschi;8
2021;Russia;Europa;Femmine;2160
2021;Russia;Europa;Maschi;476
2021;Saint Kitts e Nevis;Centro America;Maschi;1
2021;San Marino;Europa;Femmine;17
2021;San Marino;Europa;Maschi;16
2021;Senegal;Africa;Femmine;467
2021;Senegal;Africa;Maschi;2267
2021;Serbia;Europa;Femmine;383
2021;Serbia;Europa;Maschi;244
2021;Seychelles;Africa;Femmine;27
2021;Seychelles;Africa;Maschi;14
2021;Sierra Leone;Africa;Femmine;11
2021;Sierra Leone;Africa;Maschi;67
2021;Singapore;Asia;Femmine;15
2021;Singapore;Asia;Maschi;11
2021;Syria;Asia;Femmine;146
2021;Syria;Asia;Maschi;301
2021;Slovakia;Europa;Femmine;158
2021;Slovakia;Europa;Maschi;22
2021;Slovenia;Europa;Femmine;42
2021;Slovenia;Europa;Maschi;45
2021;Somalia;Africa;Femmine;180
2021;Somalia;Africa;Maschi;441
2021;Spain;Europa;Femmine;1653
2021;Spain;Europa;Maschi;899
2021;Sri Lanka;Asia;Femmine;8182
2021;Sri Lanka;Asia;Maschi;9090
2021;United States of America;Nord America;Femmine;777
2021;United States of America;Nord America;Maschi;525
2021;South Africa;Africa;Femmine;28
2021;South Africa;Africa;Maschi;18
2021;South Sudan;Africa;Maschi;3
2021;Sudan;Africa;Femmine;24
2021;Sudan;Africa;Maschi;120
2021;Sweden;Europa;Femmine;168
2021;Sweden;Europa;Maschi;89
2021;Switzerland;Europa;Femmine;284
2021;Switzerland;Europa;Maschi;308
2021;Tajikistan;Asia;Femmine;3
2021;Tajikistan;Asia;Maschi;4
2021;Taiwan (ex Formosa);Asia;Femmine;127
2021;Taiwan (ex Formosa);Asia;Maschi;35
2021;Tanzania;Africa;Femmine;10
2021;Tanzania;Africa;Maschi;10
2021;State of Palestine;Asia;Femmine;13
2021;State of Palestine;Asia;Maschi;73
2021;Thailandia;Asia;Femmine;233
2021;Thailandia;Asia;Maschi;33
2021;Togo;Centro America;Femmine;32
2021;Togo;Centro America;Maschi;104
2021;Trinidad and Tobago;Centro America;Femmine;3
2021;Trinidad and Tobago;Centro America;Maschi;1
2021;Tunisia;Africa;Femmine;467
2021;Tunisia;Africa;Maschi;1031
2021;Turkey;Asia;Femmine;856
2021;Turkey;Asia;Maschi;902
2021;Turkmenistan;Asia;Femmine;4
2021;Turkmenistan;Asia;Maschi;1
2021;Ukraine;Europa;Femmine;6724
2021;Ukraine;Europa;Maschi;1806
2021;Uganda;Africa;Femmine;15
2021;Uganda;Africa;Maschi;11
2021;Hungary;Europa;Femmine;222
2021;Hungary;Europa;Maschi;72
2021;Uruguay;Sud America;Femmine;79
2021;Uruguay;Sud America;Maschi;35
2021;Uzbekistan;Asia;Femmine;30
2021;Uzbekistan;Asia;Maschi;17
2021;Venezuela;Sud America;Femmine;342
2021;Venezuela;Sud America;Maschi;210
2021;Vietnam;Asia;Femmine;27
2021;Vietnam;Asia;Maschi;23
2021;Yemen;Asia;Femmine;3
2021;Yemen;Asia;Maschi;8
2021;Zambia;Africa;Femmine;5
2021;Zambia;Africa;Maschi;7
2021;Zimbabwe (ex Rhodesia);Africa;Femmine;7
2021;Zimbabwe (ex Rhodesia);Africa;Maschi;9
2022;Afghanistan;Asia;Femmine;76
2022;Afghanistan;Asia;Maschi;573
2022;Albania;Europa;Femmine;2499
2022;Albania;Europa;Maschi;2485
2022;Algeria;Africa;Femmine;183
2022;Algeria;Africa;Maschi;389
2022;Angola;Africa;Femmine;18
2022;Angola;Africa;Maschi;22
2022;Antigua e Barbuda;Centro America;Maschi;2
2022;Apolide;None;Femmine;13
2022;Apolide;None;Maschi;21
2022;Saudi Arabia;Asia;Femmine;6
2022;Saudi Arabia;Asia;Maschi;8
2022;Argentina;Sud America;Femmine;302
2022;Argentina;Sud America;Maschi;234
2022;Armenia;Asia;Femmine;59
2022;Armenia;Asia;Maschi;42
2022;Australia;Oceania;Femmine;90
2022;Australia;Oceania;Maschi;60
2022;Austria;Europa;Femmine;209
2022;Austria;Europa;Maschi;123
2022;Azerbaijan;Europa;Femmine;59
2022;Azerbaijan;Europa;Maschi;49
2022;Bahamas;Centro America;Femmine;3
2022;Bahamas;Centro America;Maschi;1
2022;Bahrein;Asia;Maschi;1
2022;Bangladesh;Asia;Femmine;2723
2022;Bangladesh;Asia;Maschi;9004
2022;Barbados;Centro America;Femmine;3
2022;Belgium;Europa;Femmine;203
2022;Belgium;Europa;Maschi;160
2022;Belize;Centro America;Femmine;1
2022;Benin (ex Dahomey);Africa;Femmine;13
2022;Benin (ex Dahomey);Africa;Maschi;18
2022;Bhutan;Asia;Femmine;2
2022;Belarus;Europa;Femmine;299
2022;Belarus;Europa;Maschi;54
2022;Bolivia;Sud America;Femmine;1284
2022;Bolivia;Sud America;Maschi;839
2022;Bosnia and Herzegovina;Europa;Femmine;121
2022;Bosnia and Herzegovina;Europa;Maschi;104
2022;Brazil;Sud America;Femmine;2234
2022;Brazil;Sud America;Maschi;1138
2022;Bulgaria;Europa;Femmine;1014
2022;Bulgaria;Europa;Maschi;560
2022;Burkina Faso (ex Alto Volta);Africa;Femmine;30
2022;Burkina Faso (ex Alto Volta);Africa;Maschi;72
2022;Burundi;Africa;Femmine;4
2022;Burundi;Africa;Maschi;3
2022;Cambodia;Asia;Femmine;2
2022;Cambodia;Asia;Maschi;1
2022;Cameroon;Africa;Femmine;215
2022;Cameroon;Africa;Maschi;279
2022;Canada;Nord America;Femmine;140
2022;Canada;Nord America;Maschi;96
2022;Cape Verde;Africa;Femmine;99
2022;Cape Verde;Africa;Maschi;37
2022;Czech Republic;Europa;Femmine;142
2022;Czech Republic;Europa;Maschi;30
2022;Central African Republic.;Africa;Femmine;1
2022;Central African Republic.;Africa;Maschi;4
2022;Chad;Africa;Femmine;2
2022;Chad;Africa;Maschi;14
2022;Chile;Sud America;Femmine;185
2022;Chile;Sud America;Maschi;138
2022;China;Asia;Femmine;18028
2022;China;Asia;Maschi;16830
2022;Cyprus;Europa;Femmine;31
2022;Cyprus;Europa;Maschi;23
2022;Colombia;Sud America;Femmine;709
2022;Colombia;Sud America;Maschi;574
2022;Congo;Africa;Femmine;30
2022;Congo;Africa;Maschi;28
2022;Congo Rep. Dem (ex Zaire);Africa;Femmine;50
2022;Congo Rep. Dem (ex Zaire);Africa;Maschi;57
2022;North Korea;Asia;Femmine;1
2022;South Korea;Asia;Femmine;576
2022;South Korea;Asia;Maschi;357
2022;Ivory Coast;Africa;Femmine;143
2022;Ivory Coast;Africa;Maschi;336
2022;Costa Rica;Centro America;Femmine;21
2022;Costa Rica;Centro America;Maschi;12
2022;Croatia;Europa;Femmine;347
2022;Croatia;Europa;Maschi;181
2022;Cuba;Centro America;Femmine;445
2022;Cuba;Centro America;Maschi;307
2022;Denmark;Europa;Femmine;95
2022;Denmark;Europa;Maschi;78
2022;Dominica;Centro America;Femmine;6
2022;Dominicana, Rep.;Centro America;Femmine;610
2022;Dominicana, Rep.;Centro America;Maschi;416
2022;Ecuador;Sud America;Femmine;5732
2022;Ecuador;Sud America;Maschi;4597
2022;Egypt;Africa;Femmine;12828
2022;Egypt;Africa;Maschi;30100
2022;El Salvador;Centro America;Femmine;3557
2022;El Salvador;Centro America;Maschi;2445
2022;Eritrea;Africa;Femmine;757
2022;Eritrea;Africa;Maschi;631
2022;Estonia;Europa;Femmine;62
2022;Estonia;Europa;Maschi;11
2022;Ethiopia;Africa;Femmine;372
2022;Ethiopia;Africa;Maschi;242
2022;Philippines;Asia;Femmine;22064
2022;Philippines;Asia;Maschi;17591
2022;Finland;Europa;Femmine;108
2022;Finland;Europa;Maschi;26
2022;France;Europa;Femmine;2415
2022;France;Europa;Maschi;1894
2022;Gabon;Africa;Femmine;4
2022;Gabon;Africa;Maschi;3
2022;Gambia;Africa;Femmine;48
2022;Gambia;Africa;Maschi;511
2022;Georgia;Europa;Femmine;1181
2022;Georgia;Europa;Maschi;222
2022;Germany;Europa;Femmine;1073
2022;Germany;Europa;Maschi;782
2022;Ghana;Africa;Femmine;64
2022;Ghana;Africa;Maschi;259
2022;Jamaica;Centro America;Femmine;4
2022;Jamaica;Centro America;Maschi;7
2022;Japan;Asia;Femmine;1086
2022;Japan;Asia;Maschi;735
2022;Djibouti;Africa;Maschi;2
2022;Jordan;Asia;Femmine;56
2022;Jordan;Asia;Maschi;86
2022;Greece;Europa;Femmine;361
2022;Greece;Europa;Maschi;305
2022;Guatemala;Centro America;Femmine;46
2022;Guatemala;Centro America;Maschi;29
2022;Guinea;Africa;Femmine;25
2022;Guinea;Africa;Maschi;310
2022;Guinea Bissau;Africa;Femmine;3
2022;Guinea Bissau;Africa;Maschi;51
2022;Haiti;Centro America;Femmine;8
2022;Haiti;Centro America;Maschi;7
2022;Honduras;Centro America;Femmine;115
2022;Honduras;Centro America;Maschi;59
2022;India;Asia;Femmine;784
2022;India;Asia;Maschi;1244
2022;Indonesia;Asia;Femmine;114
2022;Indonesia;Asia;Maschi;57
2022;Iran;Asia;Femmine;1426
2022;Iran;Asia;Maschi;1376
2022;Iraq;Asia;Femmine;18
2022;Iraq;Asia;Maschi;157
2022;Ireland;Europa;Femmine;143
2022;Ireland;Europa;Maschi;117
2022;Iceland;Europa;Femmine;17
2022;Iceland;Europa;Maschi;11
2022;Israel;Europa;Femmine;226
2022;Israel;Europa;Maschi;217
2022;Kazakistan;Asia;Femmine;151
2022;Kazakistan;Asia;Maschi;36
2022;Kenya;Africa;Femmine;96
2022;Kenya;Africa;Maschi;58
2022;Kyrgyzstan;Asia;Femmine;61
2022;Kyrgyzstan;Asia;Maschi;23
2022;Kosovo;Europa;Femmine;56
2022;Kosovo;Europa;Maschi;202
2022;Kuwait;Asia;Femmine;2
2022;Kuwait;Asia;Maschi;4
2022;Laos;Asia;Femmine;2
2022;Lesotho;Africa;Maschi;1
2022;Latvia;Europa;Femmine;141
2022;Latvia;Europa;Maschi;22
2022;Lebanon;Asia;Femmine;150
2022;Lebanon;Asia;Maschi;225
2022;Liberia;Africa;Femmine;1
2022;Liberia;Africa;Maschi;25
2022;Libya;Africa;Femmine;33
2022;Libya;Africa;Maschi;114
2022;Liechtenstein;Europa;Femmine;1
2022;Liechtenstein;Europa;Maschi;2
2022;Lithuania;Europa;Femmine;217
2022;Lithuania;Europa;Maschi;28
2022;Luxembourg;Europa;Femmine;6
2022;Luxembourg;Europa;Maschi;9
2022;Macedonia, ex Rep. Jugoslava;Europa;Femmine;91
2022;Macedonia, ex Rep. Jugoslava;Europa;Maschi;62
2022;Madagascar;Africa;Femmine;16
2022;Madagascar;Africa;Maschi;7
2022;Malawi;Africa;Femmine;1
2022;Malawi;Africa;Maschi;1
2022;Malaysia;Asia;Femmine;20
2022;Malaysia;Asia;Maschi;13
2022;Mali;Africa;Femmine;17
2022;Mali;Africa;Maschi;407
2022;Malta;Europa;Femmine;21
2022;Malta;Europa;Maschi;16
